SURF LAMP SYSTEM INSIGHTS REPORT
Generated: 2025-10-07T20:00:13.378212
Analysis Period: 24 hours

Raw Data Summary:
- Web Service Logs: 50 entries
- Background Service Logs: 50 entries
- Service Status: healthy
- Recent Deployments: 5
- API Requests: 7
- Processing Avg Duration: 0.0s

--------------------------------------------------------------------------------

System Health Summary:
*   Service healthy, but on starter plan.
*   No web or background errors reported.
*   Recent deployments indicate ongoing development.

Performance Analysis:
*   Limited API activity (7 requests).
*   Weather processing: 0% success, zero duration indicates critical issue.

Notable Patterns:
*   Single unique device requesting data.
*   "No lamps found" warning in Netanya background processing.

Issues & Recommendations:
*   **CRITICAL**: Weather processing failing; investigate immediately.
*   Low Arduino requests. Verify device connectivity/usage.
*   Netanya lamp issue requires geographic data review.

Optimization Opportunities:
*   Starter plan limits scalability.
*   Increase lamp deployment locations.

Trends & Predictions:
*   Continued processing failures if not addressed.
*   Limited data prevents accurate trend analysis.


--------------------------------------------------------------------------------

Technical Data Details:
{
  "timestamp": "2025-10-07T20:00:13.378212",
  "timeframe": "24 hours",
  "web_service_logs": [
    "LOG: 15:36:15 |",
    "LOG: 15:36:09 |   Using cached gunicorn-23.0.0-py3-none-any.whl (85 kB)"
  ],
  "background_service_logs": [
    "LOG: 16:41:18 | 2025-10-07 16:41:18,853 - __main__ - INFO -   Updating lamp 46528 (Arduino 2545)",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,853 - __main__ - INFO - \ud83d\udcca Combined data for Hadera, Israel: ['wave_height_m', 'wave_period_s', 'timestamp', 'source_endpoint', 'wind_speed_mps', 'wind_direction_deg', 'location', 'temperature_c', 'humidity_percent']",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \u2705 Got data: ['wind_speed_mps', 'wind_direction_deg', 'location', 'temperature_c', 'humidity_percent', 'timestamp', 'source_endpoint']",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \u2705 Surf data standardized successfully",
    "LOG: 16:41:18 | }",
    "LOG: 16:41:18 |   \"source_endpoint\": \"http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b\"",
    "LOG: 16:41:18 |   \"timestamp\": 1759855278,",
    "LOG: 16:41:18 |   \"humidity_percent\": 66,",
    "LOG: 16:41:18 |   \"temperature_c\": 23.970000000000027,",
    "LOG: 16:41:18 |   \"location\": \"Hadera\",",
    "LOG: 16:41:18 |   \"wind_direction_deg\": 314,",
    "LOG: 16:41:18 |   \"wind_speed_mps\": 2.24,",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \u2705 Standardized data: {",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \u2705 Found config with 7 field mappings",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \ud83d\udd27 Standardizing data from: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b",
    "LOG: 16:41:18 | 2025-10-07 16:41:18,852 - __main__ - INFO - \u2705 API call successful: 200",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,827 - __main__ - INFO - \ud83d\udce4 Using 30s timeout for this API",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,827 - __main__ - INFO - \ud83d\udce4 Headers: {'User-Agent': 'SurfLamp-Agent/1.0'}",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,827 - __main__ - INFO - \ud83d\udce4 Making API request without authentication (public endpoint)",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,827 - __main__ - INFO - \ud83c\udf0a Fetching surf data from: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,826 - __main__ - INFO -   Trying API: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,826 - __main__ - INFO - \u2705 Got data: ['wave_height_m', 'wave_period_s', 'timestamp', 'source_endpoint']",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,825 - __main__ - INFO - \u2705 Surf data standardized successfully",
    "LOG: 16:40:48 | }",
    "LOG: 16:40:48 |   \"source_endpoint\": \"https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json\"",
    "LOG: 16:40:48 |   \"timestamp\": 1759855248,",
    "LOG: 16:40:48 |   \"wave_period_s\": 6.5,",
    "LOG: 16:40:48 |   \"wave_height_m\": 0.4,",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,825 - __main__ - INFO - \u2705 Standardized data: {",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,825 - __main__ - INFO - \u2705 Found config with 2 field mappings",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,824 - __main__ - INFO - \ud83d\udd27 Standardizing data from: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json",
    "LOG: 16:40:48 | 2025-10-07 16:40:48,824 - __main__ - INFO - \u2705 API call successful: 200",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,905 - __main__ - INFO - \ud83d\udce4 Using 15s timeout for this API",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,905 - __main__ - INFO - \ud83d\udce4 Headers: {'User-Agent': 'SurfLamp-Agent/1.0'}",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,905 - __main__ - INFO - \ud83d\udce4 Making API request without authentication (public endpoint)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO - \ud83c\udf0a Fetching surf data from: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -   Trying API: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json (Priority: 1)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 4433 (Lamp 4422)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 4321 (Lamp 4321)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 420 (Lamp 420)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 12325 (Lamp 65485)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 1 (Lamp 1)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 6122 (Lamp 4421)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO -    - Arduino 2545 (Lamp 46528)",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,904 - __main__ - INFO - \u2705 Found 7 lamps in Hadera, Israel:",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,696 - __main__ - INFO - \ud83d\udd0d Getting lamps for location: Hadera, Israel",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,696 - __main__ - INFO - Available API sources: 2",
    "LOG: 16:40:17 | --- Processing Location: Hadera, Israel ---",
    "LOG: 16:40:17 | 2025-10-07 16:40:17,696 - __main__ - INFO -",
    "WARNING: 16:40:17 | 2025-10-07 16:40:17,696 - __main__ - WARNING - \u26a0\ufe0f  No lamps found for location: Netanya, Israel"
  ],
  "service_status": {
    "status": "healthy",
    "details": {
      "type": "web_service",
      "url": "https://surf-lamp-visualizer.onrender.com",
      "instances": "1",
      "plan": "starter"
    }
  },
  "recent_deployments": [
    {
      "entry": "[01] LIVE Deploy dep-d3ij6u3e5dus7396kdt0",
      "status": "live",
      "created": "2025-10-07T15:36:26.467385Z"
    },
    {
      "entry": "[02] CANCELED Deploy dep-d3ij6gqdbo4c73d325ig",
      "status": "canceled",
      "created": "2025-10-07T15:35:32.368421Z"
    },
    {
      "entry": "[03] UNKNOWN Deploy dep-d3ii37vfte5s73b12js0",
      "status": "deactivated",
      "created": "2025-10-07T14:20:18.743897Z"
    },
    {
      "entry": "[04] UNKNOWN Deploy dep-d3hp9hhr0fns73c2sik0",
      "status": "deactivated",
      "created": "2025-10-06T10:07:02.917062Z"
    },
    {
      "entry": "[05] UNKNOWN Deploy dep-d3hp542dbo4c73eftlsg",
      "status": "deactivated",
      "created": "2025-10-06T09:57:37.419771Z"
    }
  ],
  "service_events": [],
  "error_summary": {
    "web_errors": {
      "count": 0,
      "types": [],
      "recent": []
    },
    "background_errors": {
      "count": 0,
      "types": [],
      "recent": []
    }
  },
  "api_activity": {
    "arduino_requests": {
      "total_requests": 7,
      "unique_devices": [
        "4433"
      ],
      "request_patterns": []
    },
    "error_patterns": {
      "status_codes": {},
      "error_types": []
    }
  },
  "processing_performance": {
    "cycle_times": [],
    "success_rate": 0,
    "avg_duration": 0
  },
  "alert_history": [],
  "system_health_trends": {
    "quiet_hours_active": 0,
    "threshold_alerts": 0,
    "locations": []
  }
}
