SURF LAMP SYSTEM INSIGHTS REPORT
Generated: 2025-09-24T02:43:11.385985
Analysis Period: 24 hours

Raw Data Summary:
- Web Service Logs: 50 entries
- Background Service Logs: 50 entries
- Service Status: healthy
- Recent Deployments: 5
- API Requests: 3
- Processing Avg Duration: 0.0s

--------------------------------------------------------------------------------

System Health Summary
The web service is reported as healthy. However, there are recurring database errors related to a missing column, which may impact the system's ability to properly serve user data. The background service seems to be running, although a warning indicates issues retrieving lamp data for specific locations.

Performance Analysis
The number of Arduino requests in the last 24 hours is low. The processing performance data is showing zero values, indicating a lack of data in cycle times, success rate and average duration. This missing data makes it difficult to assess processing performance.

Notable Patterns
A recurring error in the web service logs indicates the database query is attempting to access a column named `sport_type` in the `users` table, which does not exist. This suggests a potential schema mismatch or an outdated query. The background service logs show a consistent failure to find lamps for a specific location (Netanya, Israel), while successfully retrieving lamps for another location (Hadera, Israel).

Issues & Operational Recommendations
The database error is a critical issue that requires immediate attention, as it may impact the web service's ability to retrieve user-specific data. The inconsistent retrieval of lamps for different locations by the background service could indicate issues with location data or the data source used to look up lamps. Review the user table structure and background service logic.

Optimization Opportunities
There may be an opportunity to optimize database queries. Consider reviewing and potentially refactoring database queries to improve efficiency and reduce the likelihood of errors. Analyze API request patterns for potential areas of optimization, such as reducing redundant requests.

Trends & Predictions
The missing `sport_type` column error has been ongoing for the last 24 hrs within the web service. Without resolving this issue, this may lead to degraded user experience. If the background service continues to fail retrieving lamp data for Netanya, this may lead to devices within that geographical area from receiving updates.


--------------------------------------------------------------------------------

Technical Data Details:
{
  "timestamp": "2025-09-24T02:43:11.385985",
  "timeframe": "24 hours",
  "web_service_logs": [
    "\ud83d\udcac 23:08:07 | 162.158.79.152 - - [23/Sep/2025:23:08:07 +0000] \"GET /dashboard HTTP/1.1\" 302 199 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\ud83d\udcac 23:08:07 | 104.23.213.143 - - [23/Sep/2025:23:08:07 +0000] \"GET /login HTTP/1.1\" 302 207 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\ud83d\udcac 23:08:06 | 162.158.79.152 - - [23/Sep/2025:23:08:06 +0000] \"GET /dashboard HTTP/1.1\" 302 199 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
    "\ud83d\udcac 23:08:06 | [parameters: {'email_1': 'shaharisn1@gmail.com', 'param_1': 1}]",
    "\ud83d\udcac 23:08:06 |  LIMIT %(param_1)s]",
    "\ud83d\udcac 23:08:06 | WHERE users.email = %(email_1)s",
    "\ud83d\udcac 23:08:06 | FROM users JOIN lamps ON users.user_id = lamps.user_id LEFT OUTER JOIN current_conditions ON lamps.lamp_id = current_conditions.lamp_id",
    "\ud83d\udcac 23:08:06 | [SQL: SELECT users.user_id AS users_user_id, users.username AS users_username, users.password_hash AS users_password_hash, users.email AS users_email, users.location AS users_location, users.theme AS users_theme, users.preferred_output AS users_preferred_output, users.sport_type AS users_sport_type, users.wave_threshold_m AS users_wave_threshold_m, users.wind_threshold_knots AS users_wind_threshold_knots, lamps.lamp_id AS lamps_lamp_id, lamps.user_id AS lamps_user_id, lamps.arduino_id AS lamps_arduino_id, lamps.arduino_ip AS lamps_arduino_ip, lamps.last_updated AS lamps_last_updated, current_conditions.lamp_id AS current_conditions_lamp_id, current_conditions.wave_height_m AS current_conditions_wave_height_m, current_conditions.wave_period_s AS current_conditions_wave_period_s, current_conditions.wind_speed_mps AS current_conditions_wind_speed_mps, current_conditions.wind_direction_deg AS current_conditions_wind_direction_deg, current_conditions.last_updated AS current_conditions_last_updated",
    "\ud83d\udcac 23:08:06 |",
    "\ud83d\udcac 23:08:06 |                                                              ^",
    "\ud83d\udcac 23:08:06 | LINE 1: ...users.preferred_output AS users_preferred_output, users.spor...",
    "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
    "\ud83d\udcac 23:08:06 | INFO:data_base:Fetching lamp data for user: shaharisn1@gmail.com",
    "\ud83d\udcac 23:08:06 | 104.23.213.60 - - [23/Sep/2025:23:08:06 +0000] \"GET /login HTTP/1.1\" 302 207 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\ud83d\udcac 23:08:06 | 172.70.153.182 - - [23/Sep/2025:23:08:06 +0000] \"GET /dashboard HTTP/1.1\" 302 199 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
    "\ud83d\udcac 23:08:06 | [parameters: {'email_1': 'shaharisn1@gmail.com', 'param_1': 1}]",
    "\ud83d\udcac 23:08:06 |  LIMIT %(param_1)s]",
    "\ud83d\udcac 23:08:06 | WHERE users.email = %(email_1)s",
    "\ud83d\udcac 23:08:06 | FROM users JOIN lamps ON users.user_id = lamps.user_id LEFT OUTER JOIN current_conditions ON lamps.lamp_id = current_conditions.lamp_id",
    "\ud83d\udcac 23:08:06 | [SQL: SELECT users.user_id AS users_user_id, users.username AS users_username, users.password_hash AS users_password_hash, users.email AS users_email, users.location AS users_location, users.theme AS users_theme, users.preferred_output AS users_preferred_output, users.sport_type AS users_sport_type, users.wave_threshold_m AS users_wave_threshold_m, users.wind_threshold_knots AS users_wind_threshold_knots, lamps.lamp_id AS lamps_lamp_id, lamps.user_id AS lamps_user_id, lamps.arduino_id AS lamps_arduino_id, lamps.arduino_ip AS lamps_arduino_ip, lamps.last_updated AS lamps_last_updated, current_conditions.lamp_id AS current_conditions_lamp_id, current_conditions.wave_height_m AS current_conditions_wave_height_m, current_conditions.wave_period_s AS current_conditions_wave_period_s, current_conditions.wind_speed_mps AS current_conditions_wind_speed_mps, current_conditions.wind_direction_deg AS current_conditions_wind_direction_deg, current_conditions.last_updated AS current_conditions_last_updated",
    "\ud83d\udcac 23:08:06 |",
    "\ud83d\udcac 23:08:06 |                                                              ^",
    "\ud83d\udcac 23:08:06 | LINE 1: ...users.preferred_output AS users_preferred_output, users.spor...",
    "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
    "\ud83d\udcac 23:08:06 | INFO:data_base:Fetching lamp data for user: shaharisn1@gmail.com",
    "\ud83d\udcac 23:08:06 | 172.71.195.41 - - [23/Sep/2025:23:08:06 +0000] \"GET /login HTTP/1.1\" 302 207 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\ud83d\udcac 23:08:06 | 104.23.213.13 - - [23/Sep/2025:23:08:06 +0000] \"GET /dashboard HTTP/1.1\" 302 199 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36\"",
    "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
    "\ud83d\udcac 23:08:06 | [parameters: {'email_1': 'shaharisn1@gmail.com', 'param_1': 1}]",
    "\ud83d\udcac 23:08:06 |  LIMIT %(param_1)s]",
    "\ud83d\udcac 23:08:06 | WHERE users.email = %(email_1)s",
    "\ud83d\udcac 23:08:06 | FROM users JOIN lamps ON users.user_id = lamps.user_id LEFT OUTER JOIN current_conditions ON lamps.lamp_id = current_conditions.lamp_id",
    "\ud83d\udcac 23:08:06 | [SQL: SELECT users.user_id AS users_user_id, users.username AS users_username, users.password_hash AS users_password_hash, users.email AS users_email, users.location AS users_location, users.theme AS users_theme, users.preferred_output AS users_preferred_output, users.sport_type AS users_sport_type, users.wave_threshold_m AS users_wave_threshold_m, users.wind_threshold_knots AS users_wind_threshold_knots, lamps.lamp_id AS lamps_lamp_id, lamps.user_id AS lamps_user_id, lamps.arduino_id AS lamps_arduino_id, lamps.arduino_ip AS lamps_arduino_ip, lamps.last_updated AS lamps_last_updated, current_conditions.lamp_id AS current_conditions_lamp_id, current_conditions.wave_height_m AS current_conditions_wave_height_m, current_conditions.wave_period_s AS current_conditions_wave_period_s, current_conditions.wind_speed_mps AS current_conditions_wind_speed_mps, current_conditions.wind_direction_deg AS current_conditions_wind_direction_deg, current_conditions.last_updated AS current_conditions_last_updated",
    "\ud83d\udcac 23:08:06 |",
    "\ud83d\udcac 23:08:06 |                                                              ^",
    "\ud83d\udcac 23:08:06 | LINE 1: ...users.preferred_output AS users_preferred_output, users.spor...",
    "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist"
  ],
  "background_service_logs": [
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO -   Updating lamp 4422 (Arduino 4433)",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \ud83d\udcca Combined data for Hadera, Israel: ['wave_height_m', 'wave_period_s', 'timestamp', 'source_endpoint', 'wind_speed_mps', 'wind_direction_deg', 'location', 'temperature_c', 'humidity_percent']",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \u2705 Got data: ['wind_speed_mps', 'wind_direction_deg', 'location', 'temperature_c', 'humidity_percent', 'timestamp', 'source_endpoint']",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \u2705 Surf data standardized successfully",
    "\ud83d\udcac 23:32:08 | }",
    "\ud83d\udcac 23:32:08 |   \"source_endpoint\": \"http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b\"",
    "\ud83d\udcac 23:32:08 |   \"timestamp\": 1758670328,",
    "\ud83d\udcac 23:32:08 |   \"humidity_percent\": 78,",
    "\ud83d\udcac 23:32:08 |   \"temperature_c\": 24.590000000000032,",
    "\ud83d\udcac 23:32:08 |   \"location\": \"Hadera\",",
    "\ud83d\udcac 23:32:08 |   \"wind_direction_deg\": 252,",
    "\ud83d\udcac 23:32:08 |   \"wind_speed_mps\": 1.37,",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \u2705 Standardized data: {",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \u2705 Found config with 7 field mappings",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,598 - __main__ - INFO - \ud83d\udd27 Standardizing data from: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b",
    "\ud83d\udcac 23:32:08 | 2025-09-23 23:32:08,597 - __main__ - INFO - \u2705 API call successful: 200",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,569 - __main__ - INFO - \ud83d\udce4 Using 30s timeout for this API",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,568 - __main__ - INFO - \ud83d\udce4 Headers: {'User-Agent': 'SurfLamp-Agent/1.0'}",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,568 - __main__ - INFO - \ud83d\udce4 Making API request without authentication (public endpoint)",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,568 - __main__ - INFO - \ud83c\udf0a Fetching surf data from: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,568 - __main__ - INFO -   Trying API: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,568 - __main__ - INFO - \u2705 Got data: ['wave_height_m', 'wave_period_s', 'timestamp', 'source_endpoint']",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,567 - __main__ - INFO - \u2705 Surf data standardized successfully",
    "\ud83d\udcac 23:31:38 | }",
    "\ud83d\udcac 23:31:38 |   \"source_endpoint\": \"https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json\"",
    "\ud83d\udcac 23:31:38 |   \"timestamp\": 1758670298,",
    "\ud83d\udcac 23:31:38 |   \"wave_period_s\": 4.8,",
    "\ud83d\udcac 23:31:38 |   \"wave_height_m\": 0.49,",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,567 - __main__ - INFO - \u2705 Standardized data: {",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,567 - __main__ - INFO - \u2705 Found config with 2 field mappings",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,567 - __main__ - INFO - \ud83d\udd27 Standardizing data from: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json",
    "\ud83d\udcac 23:31:38 | 2025-09-23 23:31:38,566 - __main__ - INFO - \u2705 API call successful: 200",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO - \ud83d\udce4 Using 15s timeout for this API",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO - \ud83d\udce4 Headers: {'User-Agent': 'SurfLamp-Agent/1.0'}",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO - \ud83d\udce4 Making API request without authentication (public endpoint)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO - \ud83c\udf0a Fetching surf data from: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -   Trying API: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json (Priority: 1)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 4321 (Lamp 4321)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 420 (Lamp 420)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 12325 (Lamp 65485)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 1 (Lamp 1)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 6122 (Lamp 4421)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,824 - __main__ - INFO -    - Arduino 2545 (Lamp 46528)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,823 - __main__ - INFO -    - Arduino 4433 (Lamp 4422)",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,823 - __main__ - INFO - \u2705 Found 7 lamps in Hadera, Israel:",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,816 - __main__ - INFO - \ud83d\udd0d Getting lamps for location: Hadera, Israel",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,816 - __main__ - INFO - Available API sources: 2",
    "\ud83d\udcac 23:31:07 | --- Processing Location: Hadera, Israel ---",
    "\ud83d\udcac 23:31:07 | 2025-09-23 23:31:07,816 - __main__ - INFO -",
    "\u26a0\ufe0f 23:31:07 | 2025-09-23 23:31:07,816 - __main__ - WARNING - \u26a0\ufe0f  No lamps found for location: Netanya, Israel"
  ],
  "service_status": {
    "status": "healthy",
    "details": {
      "type": "web_service",
      "url": "https://final-surf-lamp.onrender.com",
      "instances": "1"
    }
  },
  "recent_deployments": [
    {
      "entry": "[01] \u2753 Deploy Unknown",
      "status": "Unknown",
      "created": "Unknown"
    },
    {
      "entry": "[02] \u2753 Deploy Unknown",
      "status": "Unknown",
      "created": "Unknown"
    },
    {
      "entry": "[03] \u2753 Deploy Unknown",
      "status": "Unknown",
      "created": "Unknown"
    },
    {
      "entry": "[04] \u2753 Deploy Unknown",
      "status": "Unknown",
      "created": "Unknown"
    },
    {
      "entry": "[05] \u2753 Deploy Unknown",
      "status": "Unknown",
      "created": "Unknown"
    }
  ],
  "service_events": [
    {
      "event": "[01] \ud83d\udccb server_restarted"
    },
    {
      "event": "[02] \u2705 deploy_ended"
    },
    {
      "event": "[03] \ud83c\udfd7\ufe0f build_ended"
    },
    {
      "event": "[04] \ud83d\ude80 deploy_started"
    },
    {
      "event": "[05] \ud83d\udd28 build_started"
    },
    {
      "event": "[06] \u2705 deploy_ended"
    },
    {
      "event": "[07] \ud83c\udfd7\ufe0f build_ended"
    },
    {
      "event": "[08] \ud83d\ude80 deploy_started"
    },
    {
      "event": "[09] \ud83d\udd28 build_started"
    },
    {
      "event": "[10] \u2705 deploy_ended"
    }
  ],
  "error_summary": {
    "web_errors": {
      "count": 0,
      "types": [],
      "recent": [
        "\u274c 23:08:08 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:08 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
        "\u274c 23:08:07 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:07 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
        "\u274c 23:08:07 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:07 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
        "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
        "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist",
        "\u274c 23:08:06 | (Background on this error at: https://sqlalche.me/e/20/f405)",
        "\u274c 23:08:06 | ERROR:data_base:Error fetching user lamp data: (psycopg2.errors.UndefinedColumn) column users.sport_type does not exist"
      ]
    },
    "background_errors": {
      "count": 0,
      "types": [],
      "recent": [
        "\u26a0\ufe0f 23:31:07 | 2025-09-23 23:31:07,816 - __main__ - WARNING - \u26a0\ufe0f  No lamps found for location: Netanya, Israel"
      ]
    }
  },
  "api_activity": {
    "arduino_requests": {
      "total_requests": 3,
      "unique_devices": [
        "4433"
      ],
      "request_patterns": []
    },
    "error_patterns": {
      "status_codes": {},
      "error_types": []
    }
  },
  "processing_performance": {
    "cycle_times": [],
    "success_rate": 0,
    "avg_duration": 0
  },
  "alert_history": [],
  "system_health_trends": {
    "quiet_hours_active": 0,
    "threshold_alerts": 0,
    "locations": []
  }
}
