SURF LAMP SYSTEM INSIGHTS REPORT
Generated: 2025-10-24T20:00:30.478694
Analysis Period: 24 hours

Raw Data Summary:
- Web Service Logs: 50 entries
- Background Service Logs: 50 entries
- Service Status: healthy
- Recent Deployments: 5
- API Requests: 28
- Processing Avg Duration: 0.0s

--------------------------------------------------------------------------------

**System Health Summary**
*   Overall system healthy.
*   No web or background errors reported in the last 24 hours.
*   Service running smoothly on the starter plan.

**Performance Analysis**
*   Low API request volume (28 total).
*   Processing success rate is 100%, but cycle times and average durations are 0.
*   Single device (4433) dominating all requests.

**Notable Patterns**
*   Arduino 4433 consistently requesting data in "PULL mode".
*   No threshold alerts triggered.
*   Database cycles list the table sizes.

**Issues & Recommendations**
*   Extremely low request volume raises concerns about lamp usage or connectivity.
*   Investigate the absence of cycle times and average duration to ensure correct data collection.
*   Consider if starter plan resources are too low for locations: Tel Aviv, Netanya, Hadera.

**Optimization Opportunities**
*   Optimize data request frequency by Arduino 4433.
*   Improve data logging to capture meaningful performance metrics.

**Trends & Predictions**
*   Continued low usage could indicate a need for user engagement strategies.
*   Without performance data, future scaling needs are difficult to predict.


--------------------------------------------------------------------------------

Technical Data Details:
{
  "timestamp": "2025-10-24T20:00:30.478694",
  "timeframe": "24 hours",
  "web_service_logs": [
    "LOG: 13:12:58 | INFO:data_base:Fetching lamp data for user: shaharisn1@gmail.com",
    "LOG: 13:12:48 | INFO:data_base:Fetching lamp data for user: shaharisn1@gmail.com",
    "LOG: 13:12:47 | 172.70.200.140 - - [24/Oct/2025:13:12:47 +0000] \"POST /login HTTP/1.1\" 302 207 \"https://final-surf-lamp-web.onrender.com/login\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36\"",
    "LOG: 13:12:47 | 162.158.146.212 - - [24/Oct/2025:13:12:47 +0000] \"POST /login HTTP/1.1\" 302 207 \"https://final-surf-lamp-web.onrender.com/login\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36\"",
    "LOG: 13:12:45 | 172.70.200.140 - - [24/Oct/2025:13:12:45 +0000] \"GET /static/site.webmanifest HTTP/1.1\" 304 0 \"https://final-surf-lamp-web.onrender.com/login\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36\"",
    "LOG: 13:12:43 | 162.158.146.75 - - [24/Oct/2025:13:12:43 +0000] \"GET /login HTTP/1.1\" 200 4538 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36\"",
    "LOG: 13:12:43 | 172.71.146.52 - - [24/Oct/2025:13:12:43 +0000] \"GET /dashboard HTTP/1.1\" 302 199 \"-\" \"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36\"",
    "LOG: 13:04:52 | 162.158.254.132 - - [24/Oct/2025:13:04:52 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 13:04:52 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=40cm",
    "LOG: 13:04:52 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:51:41 | 162.158.146.64 - - [24/Oct/2025:12:51:41 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:51:41 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=43cm",
    "LOG: 12:51:41 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:38:38 | 162.158.146.223 - - [24/Oct/2025:12:38:38 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:38:38 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=43cm",
    "LOG: 12:38:37 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:25:30 | 162.158.146.41 - - [24/Oct/2025:12:25:30 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:25:30 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=43cm",
    "LOG: 12:25:30 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 12:12:24 | 172.71.146.72 - - [24/Oct/2025:12:12:24 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 12:12:24 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=43cm",
    "LOG: 12:12:24 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 11:59:22 | 162.158.146.19 - - [24/Oct/2025:11:59:22 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 11:59:22 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=43cm",
    "LOG: 11:59:22 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 11:46:18 | 162.158.146.144 - - [24/Oct/2025:11:46:18 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 11:46:18 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=45cm",
    "LOG: 11:46:18 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 11:33:13 | 172.70.250.170 - - [24/Oct/2025:11:33:13 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 11:33:13 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=45cm",
    "LOG: 11:33:13 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 11:08:54 | 172.71.147.144 - - [24/Oct/2025:11:08:54 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 11:08:54 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=45cm",
    "LOG: 11:08:54 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 10:55:51 | 172.71.147.207 - - [24/Oct/2025:10:55:51 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 10:55:51 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=45cm",
    "LOG: 10:55:50 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)",
    "LOG: 09:50:23 | 162.158.146.213 - - [24/Oct/2025:09:50:23 +0000] \"GET /api/arduino/4433/data HTTP/1.1\" 200 264 \"-\" \"ESP32HTTPClient\"",
    "LOG: 09:50:23 | INFO:app:\u2705 Returning surf data for Arduino 4433: wave=42cm",
    "LOG: 09:50:23 | INFO:app:\ud83d\udce5 Arduino 4433 requesting surf data (PULL mode)"
  ],
  "background_service_logs": [
    "LOG: 16:59:19 | 2025-10-24 16:59:19,506 - __main__ - INFO -   Trying API: http://api.openweathermap.org/data/2.5/weather?q=Tel Aviv&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,506 - __main__ - INFO - \u2705 Got data: ['wave_height_m', 'wave_period_s', 'wave_direction_deg', 'timestamp', 'source_endpoint']",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \u2705 Surf data standardized successfully",
    "LOG: 16:59:19 | }",
    "LOG: 16:59:19 |   \"source_endpoint\": \"https://marine-api.open-meteo.com/v1/marine?latitude=32.0853&longitude=34.7818&hourly=wave_height,wave_period,wave_direction\"",
    "LOG: 16:59:19 |   \"timestamp\": 1761325159,",
    "LOG: 16:59:19 |   \"wave_direction_deg\": 344,",
    "LOG: 16:59:19 |   \"wave_period_s\": 4.3,",
    "LOG: 16:59:19 |   \"wave_height_m\": 0.44,",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \u2705 Standardized data: {",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \ud83d\udd50 Using current hour index 16 for wave_direction_deg",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \ud83d\udd50 Using current hour index 16 for wave_period_s",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \ud83d\udd50 Using current hour index 16 for wave_height_m",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \u2705 Found current hour at index 16: 2025-10-24T16:00",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \ud83d\udd50 Looking for current hour: 2025-10-24T16:00",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \u2705 Found config with 4 field mappings",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,504 - __main__ - INFO - \ud83d\udd27 Standardizing data from: https://marine-api.open-meteo.com/v1/marine?latitude=32.0853&longitude=34.7818&hourly=wave_height,wave_period,wave_direction",
    "LOG: 16:59:19 | 2025-10-24 16:59:19,503 - __main__ - INFO - \u2705 API call successful: 200",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,781 - __main__ - INFO - \ud83d\udce4 Using 15s timeout for this API",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,781 - __main__ - INFO - \ud83d\udce4 Headers: {'User-Agent': 'SurfLamp-Agent/1.0'}",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,781 - __main__ - INFO - \ud83d\udce4 Making API request without authentication (public endpoint)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,780 - __main__ - INFO - \ud83c\udf0a Fetching surf data from: https://marine-api.open-meteo.com/v1/marine?latitude=32.0853&longitude=34.7818&hourly=wave_height,wave_period,wave_direction",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,780 - __main__ - INFO -   Trying API: https://marine-api.open-meteo.com/v1/marine?latitude=32.0853&longitude=34.7818&hourly=wave_height,wave_period,wave_direction (Priority: 1)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,780 - __main__ - INFO -    - Arduino 2469 (Lamp 2469)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,780 - __main__ - INFO - \u2705 Found 1 lamps in Tel Aviv, Israel:",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \ud83d\udd0d Getting lamps for location: Tel Aviv, Israel",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - Available API sources: 2",
    "LOG: 16:58:48 | --- Processing Location: Tel Aviv, Israel ---",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \ud83d\udcca Processing 3 locations with multi-source APIs...",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Hadera, Israel: http://api.openweathermap.org/data/2.5/weather?q=Hadera&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Hadera, Israel: https://isramar.ocean.org.il/isramar2009/station/data/Hadera_Hs_Per.json (Priority: 1)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Netanya, Israel: http://api.openweathermap.org/data/2.5/weather?q=Netanya&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Netanya, Israel: https://marine-api.open-meteo.com/v1/marine?latitude=32.3215&longitude=34.8532&hourly=wave_height,wave_period,wave_direction (Priority: 1)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Tel Aviv, Israel: http://api.openweathermap.org/data/2.5/weather?q=Tel Aviv&appid=d6ef64df6585b7e88e51c221bbd41c2b (Priority: 2)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO -    Tel Aviv, Israel: https://marine-api.open-meteo.com/v1/marine?latitude=32.0853&longitude=34.7818&hourly=wave_height,wave_period,wave_direction (Priority: 1)",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \u2705 Pure location-centric configuration complete: 3 locations",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \u2705 Hadera, Israel: 2 API sources from MULTI_SOURCE_LOCATIONS",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \u2705 Netanya, Israel: 2 API sources from MULTI_SOURCE_LOCATIONS",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,577 - __main__ - INFO - \u2705 Tel Aviv, Israel: 2 API sources from MULTI_SOURCE_LOCATIONS",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,576 - __main__ - INFO - \ud83d\udccd Found 3 active user locations: ['Tel Aviv, Israel', 'Netanya, Israel', 'Hadera, Israel']",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,374 - __main__ - INFO - \ud83d\udce1 Getting location-based API configurations from MULTI_SOURCE_LOCATIONS...",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,308 - __main__ - INFO - \u2705 Table usage_lamps: 20 records",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,242 - __main__ - INFO - \u2705 Table daily_usage: 27 records",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,176 - __main__ - INFO - \u2705 Table lamps: 9 records",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,107 - __main__ - INFO - \u2705 Table users: 10 records",
    "LOG: 16:58:48 | 2025-10-24 16:58:48,022 - __main__ - INFO - \u2705 Database connection successful",
    "LOG: 16:58:47 | 2025-10-24 16:58:47,874 - __main__ - INFO - \ud83d\udd0d Testing database connection...",
    "LOG: 16:58:47 | 2025-10-24 16:58:47,874 - __main__ - INFO - \ud83d\ude80 ======= STARTING LOCATION-BASED PROCESSING CYCLE =======",
    "LOG: 16:38:47 | 2025-10-24 16:38:47,870 - __main__ - INFO -    - Status: SUCCESS"
  ],
  "service_status": {
    "status": "healthy",
    "details": {
      "type": "web_service",
      "url": "https://surf-lamp-visualizer.onrender.com",
      "instances": "1",
      "plan": "starter"
    }
  },
  "recent_deployments": [
    {
      "entry": "[01] LIVE Deploy dep-d3ldgk9r0fns7399rudg",
      "status": "live",
      "created": "2025-10-11T22:21:05.967575Z"
    },
    {
      "entry": "[02] UNKNOWN Deploy dep-d3lde0je5dus738nim50",
      "status": "deactivated",
      "created": "2025-10-11T22:15:31.294781Z"
    },
    {
      "entry": "[03] UNKNOWN Deploy dep-d3ldcp7fte5s73agoqcg",
      "status": "deactivated",
      "created": "2025-10-11T22:12:53.162959Z"
    },
    {
      "entry": "[04] UNKNOWN Deploy dep-d3ldb77fte5s73agok90",
      "status": "deactivated",
      "created": "2025-10-11T22:09:32.859919Z"
    },
    {
      "entry": "[05] UNKNOWN Deploy dep-d3ld8rffte5s73ago4m0",
      "status": "deactivated",
      "created": "2025-10-11T22:04:30.275047Z"
    }
  ],
  "service_events": [],
  "error_summary": {
    "web_errors": {
      "count": 0,
      "types": [],
      "recent": []
    },
    "background_errors": {
      "count": 0,
      "types": [],
      "recent": []
    }
  },
  "api_activity": {
    "arduino_requests": {
      "total_requests": 28,
      "unique_devices": [
        "4433"
      ],
      "request_patterns": []
    },
    "error_patterns": {
      "status_codes": {},
      "error_types": []
    }
  },
  "processing_performance": {
    "cycle_times": [],
    "success_rate": 1.0,
    "avg_duration": 0
  },
  "alert_history": [],
  "system_health_trends": {
    "quiet_hours_active": 0,
    "threshold_alerts": 0,
    "locations": []
  }
}
